keyword,min,1st quartile,meidan,3rd quartile,max
sign test,0.00597643711507,0.0061201374749,0.00949938881706,0.0168023009261,0.0604579615315
mcdiarmid's inequality,0.00594032953921,0.00633858837128,0.00948597944226,0.0161183756221,0.0269716497809
delta method,0.00425001608353,0.00494796593889,0.00943944480347,0.0184649060426,0.0629693770539
covariance and correlation,0.00611115534228,0.00620664214451,0.00943546320849,0.0142713017895,0.0191878411427
information geometry,0.0045670696461,0.00489201709656,0.00942574561703,0.0194641010914,0.0469963440175
moment-generating function,0.00624438432131,0.00633949945966,0.00942407333147,0.0140543502436,0.0187865745028
panel data,0.00459835431119,0.00473946421385,0.00941928143512,0.0265863626257,0.0800638921985
latin square,0.00636097706275,0.0066036122703,0.00937162238798,0.0579975202411,0.12318276735
excess risk,0.00430286916615,0.00466531821931,0.00935868438024,0.0139345087098,0.0611883302076
classification rule,0.00445110600296,0.00477441985044,0.00935588242546,0.0120770049306,0.0327455884891
contraction principle,0.00653554112994,0.00655997610426,0.0092948502002,0.0184723932713,0.0378248351712
polynomial regression,0.00443669379256,0.00468823654912,0.00928570375557,0.0141199194988,0.0571527228173
spectral clustering,0.00436197451184,0.00464597300671,0.00920998524321,0.0216593421775,0.0812691668291
fair coin,0.00575101492397,0.00596228932285,0.00920431050019,0.0208603958538,0.0303758659979
bayes estimator,0.00430472143768,0.00458952752299,0.0091811987148,0.0139284213764,0.0814375404996
euler function,0.00914021460518,0.00914021460518,0.00914021460518,0.00914021460518,0.00914021460518
dendrogram,0.00594800496894,0.00611678397491,0.00913947488858,0.0435363516722,0.163870424275
random graph,0.00337135428658,0.00382572217559,0.00912930108249,0.015884271907,0.0618408497422
wishart distribution,0.00422080951705,0.00458712314222,0.00912541459714,0.0158689184193,0.0860277721566
kalman filter,0.00127844568187,0.00463877025478,0.00911662325359,0.0166485527203,0.0763149591712
unit root test,0.00570899837658,0.00591580952027,0.00906053768016,0.0163951789553,0.0249057897305
elliptical distribution,0.00441626702555,0.00466543384217,0.00898139698455,0.0139826996786,0.0266695050403
kriging,0.00429806973141,0.00454199149699,0.00892445099774,0.0342940957679,0.116608500539
random field,0.00266567764566,0.00320746597882,0.00889431588305,0.0211746706196,0.0784324384203
shrinkage estimator,0.00436125382521,0.00463383218928,0.00884640690681,0.0136177925563,0.0570157155008
symmetric design,0.00562327909473,0.00574905789014,0.00876638121397,0.0135641525021,0.023715568356
scatter plot,0.00579713893148,0.0059439260314,0.00876288791205,0.0118289887308,0.0120000775882
instrumental variable,0.00415136640635,0.004385604068,0.00871185298029,0.013227687262,0.0268622676304
point process,0.00298680892962,0.00347149994154,0.00869072389215,0.023247465769,0.0916352979608
cusum,0.00378826650703,0.00422697600407,0.00867952608958,0.0214443686483,0.0658384387126
convex hull,0.00338136599149,0.00440765998204,0.0085241587649,0.0137750333737,0.0398353620359
uncertainty quantification,0.00401701818998,0.00431725823321,0.00834718013462,0.0125182305888,0.021047942865
sensitivity analysis,0.00403924028285,0.00421799237362,0.00833096486349,0.0166375066902,0.103429625089
rejection sampling,0.00539978407692,0.00559533799813,0.00831531039243,0.015476346297,0.0408406204128
mean squared prediction error,0.00544541605504,0.00566899780626,0.00827237191244,0.0110860102108,0.0213998822827
directional statistics,0.00541490952252,0.00568848050278,0.00823443788284,0.0111280697855,0.033652039257
pareto distribution,0.00350123382456,0.00424503660835,0.00820355393294,0.0118558553957,0.0477930419323
empirical bayes method,0.00535900477065,0.00548562253061,0.0081534218767,0.01625144548,0.0217463861543
false discovery rate,0.0039366504442,0.00408967864417,0.00812409136071,0.0123289433345,0.0600610750454
p-value,0.00356584729921,0.00407076442175,0.0081216966364,0.0210681990451,0.109424213453
variogram,0.00403172084034,0.00538749343735,0.00810356500607,0.0108974161922,0.155988914333
generalized additive model,0.00526795889665,0.00531906517497,0.00803580890918,0.0143649815081,0.0262140074991
mutual information,0.00347656196414,0.00398528148381,0.00801530403366,0.0198396456577,0.0971251692143
gradient method,0.00530849577187,0.00546479173435,0.00797677269903,0.0111503555367,0.0463353072446
fractional brownian motion,0.00338015630885,0.00397914129888,0.00794339992038,0.012826552787,0.0405949065496
meta-analysis,0.00475256551542,0.00534127670585,0.00790498479604,0.0106381294207,0.0374873094558
hidden markov model,0.0030223292831,0.00392517985249,0.00788123624265,0.0138312636044,0.0491300532499
average treatment effect,0.00518339298424,0.00530764443109,0.00785292975986,0.0145227582812,0.0327063346791
gaussian random field,0.00387804558008,0.00412836258766,0.0078269230429,0.0168378796306,0.0574236564956
confidence region,0.00343470800537,0.00395926944199,0.00776742172971,0.0156242955331,0.0802786782321
next page,0.00768077399269,0.00768077399269,0.00768077399269,0.00768077399269,0.00768077399269
dirichlet process,0.00352877443442,0.00384902849656,0.00767730185288,0.0182963734587,0.0598985118078
raikov's theorem,0.00765726141924,0.00765726141924,0.00765726141924,0.00765726141924,0.00765726141924
maximum spacing estimation,0.00764945585204,0.00764945585204,0.00764945585204,0.00764945585204,0.00764945585204
random walk,0.0031814364253,0.00378658600873,0.00764543814478,0.0186795157366,0.0602204844742
scatter matrix,0.00457293267464,0.00522049034962,0.00764424408327,0.0104896177076,0.0263719273715
statistical assumption,0.00759525930248,0.00759525930248,0.00759525930248,0.00759525930248,0.00759525930248
independence of irrelevant alternatives,0.00758757956608,0.00758757956608,0.00758757956608,0.00758757956608,0.00758757956608
convergence of random variables,0.0075799153443,0.0075799153443,0.0075799153443,0.0075799153443,0.0075799153443
gamma variate,0.00756463325691,0.00756463325691,0.00756463325691,0.00756463325691,0.00756463325691
manova,0.00476494198812,0.00515786501692,0.0075537434258,0.0160667181236,0.0193793933639
memorylessness,0.00754941266686,0.00754941266686,0.00754941266686,0.00754941266686,0.00754941266686
probability plot,0.00754182531744,0.00754182531744,0.00754182531744,0.00754182531744,0.00754182531744
ranking,0.00300140366437,0.00398148449792,0.0075352044246,0.0118829100926,0.0883211485345
cosmic variance,0.00752669627969,0.00752669627969,0.00752669627969,0.00752669627969,0.00752669627969
natural density,0.00752669627969,0.00752669627969,0.00752669627969,0.00752669627969,0.00752669627969
ellsberg paradox,0.00751915449985,0.00751915449985,0.00751915449985,0.00751915449985,0.00751915449985
autoregressive conditional duration,0.00750411619085,0.00750411619085,0.00750411619085,0.00750411619085,0.00750411619085
kent distribution,0.00749661957128,0.00749661957128,0.00749661957128,0.00749661957128,0.00749661957128
auxiliary function,0.00749661957128,0.00749661957128,0.00749661957128,0.00749661957128,0.00749661957128
brownian tree,0.00746678227946,0.00746678227946,0.00746678227946,0.00746678227946,0.00746678227946
pinsker's inequality,0.00745936003067,0.00745936003067,0.00745936003067,0.00745936003067,0.00745936003067
hidden markov random field,0.00745195252319,0.00745195252319,0.00745195252319,0.00745195252319,0.00745195252319
exponential smoothing,0.00745195252319,0.00745195252319,0.00745195252319,0.00745195252319,0.00745195252319
simpson's paradox,0.00744455971315,0.00744455971315,0.00744455971315,0.00744455971315,0.00744455971315
bayesian game,0.00744455971315,0.00744455971315,0.00744455971315,0.00744455971315,0.00744455971315
focused information criterion,0.00744455971315,0.00744455971315,0.00744455971315,0.00744455971315,0.00744455971315
aumann's agreement theorem,0.00744455971315,0.00744455971315,0.00744455971315,0.00744455971315,0.00744455971315
projection pursuit regression,0.00742981801075,0.00742981801075,0.00742981801075,0.00742981801075,0.00742981801075
accuracy and precision,0.00742981801075,0.00742981801075,0.00742981801075,0.00742981801075,0.00742981801075
complete spatial randomness,0.00741513457594,0.00741513457594,0.00741513457594,0.00741513457594,0.00741513457594
univariate analysis,0.00741513457594,0.00741513457594,0.00741513457594,0.00741513457594,0.00741513457594
hidden semi-markov model,0.00741513457594,0.00741513457594,0.00741513457594,0.00741513457594,0.00741513457594
spurious relationship,0.00741513457594,0.00741513457594,0.00741513457594,0.00741513457594,0.00741513457594
binomial regression,0.00741513457594,0.00741513457594,0.00741513457594,0.00741513457594,0.00741513457594
unit measure,0.00741513457594,0.00741513457594,0.00741513457594,0.00741513457594,0.00741513457594
bivariate analysis,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104
bayesian brain,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104
gambler's fallacy,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104
coin flipping,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104
cross-sectional regression,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104
dutch book,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104
sample mean and sample covariance,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104
chernoff's inequality,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104,0.00740781460104
weight function,0.00385017103862,0.00414032885603,0.00740750279341,0.012385087763,0.0322501626791
test for structural change,0.00740050906396,0.00740050906396,0.00740050906396,0.00740050906396,0.00740050906396
correlation and dependence,0.00739321792202,0.00739321792202,0.00739321792202,0.00739321792202,0.00739321792202
error correction model,0.00739321792202,0.00739321792202,0.00739321792202,0.00739321792202,0.00739321792202
statistical noise,0.00691876323854,0.00715436896344,0.00738997468835,0.00762558041325,0.00786118613815
negentropy,0.00738594113273,0.00738594113273,0.00738594113273,0.00738594113273,0.00738594113273
standardized coefficient,0.00737867865374,0.00737867865374,0.00737867865374,0.00737867865374,0.00737867865374
berkson's paradox,0.00737867865374,0.00737867865374,0.00737867865374,0.00737867865374,0.00737867865374
risk-neutral measure,0.00737867865374,0.00737867865374,0.00737867865374,0.00737867865374,0.00737867865374
iterative proportional fitting,0.00737867865374,0.00737867865374,0.00737867865374,0.00737867865374,0.00737867865374
index number,0.00737143044288,0.00737143044288,0.00737143044288,0.00737143044288,0.00737143044288
biplot,0.00737143044288,0.00737143044288,0.00737143044288,0.00737143044288,0.00737143044288
newuoa,0.00736419645815,0.00736419645815,0.00736419645815,0.00736419645815,0.00736419645815
cross-spectrum,0.00736419645815,0.00736419645815,0.00736419645815,0.00736419645815,0.00736419645815
principal geodesic analysis,0.0073569766577,0.0073569766577,0.0073569766577,0.0073569766577,0.0073569766577
multivariate t-distribution,0.0073569766577,0.0073569766577,0.0073569766577,0.0073569766577,0.0073569766577
multivariate probit model,0.0073569766577,0.0073569766577,0.0073569766577,0.0073569766577,0.0073569766577
population process,0.0073569766577,0.0073569766577,0.0073569766577,0.0073569766577,0.0073569766577
systematic review,0.00734977099986,0.00734977099986,0.00734977099986,0.00734977099986,0.00734977099986
multinomial probit,0.00734977099986,0.00734977099986,0.00734977099986,0.00734977099986,0.00734977099986
spatial analysis,0.00734977099986,0.00734977099986,0.00734977099986,0.00734977099986,0.00734977099986
rademacher distribution,0.00734257944311,0.00734257944311,0.00734257944311,0.00734257944311,0.00734257944311
survey methodology,0.00733540194609,0.00733540194609,0.00733540194609,0.00733540194609,0.00733540194609
the long tail,0.00733540194609,0.00733540194609,0.00733540194609,0.00733540194609,0.00733540194609
rubin causal model,0.00733540194609,0.00733540194609,0.00733540194609,0.00733540194609,0.00733540194609
bayesian inference using gibbs sampling,0.00733540194609,0.00733540194609,0.00733540194609,0.00733540194609,0.00733540194609
sample standard deviation,0.00733540194609,0.00733540194609,0.00733540194609,0.00733540194609,0.00733540194609
ideal number,0.00732823846763,0.00732823846763,0.00732823846763,0.00732823846763,0.00732823846763
f-statistics,0.00732823846763,0.00732823846763,0.00732823846763,0.00732823846763,0.00732823846763
parameter identification problem,0.00732823846763,0.00732823846763,0.00732823846763,0.00732823846763,0.00732823846763
contact process,0.00732823846763,0.00732823846763,0.00732823846763,0.00732823846763,0.00732823846763
conditional random field,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669
reference class problem,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669
logarithmic mean,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669
rankit,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669
mean absolute error,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669
null result,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669
genetic epidemiology,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669,0.00732108896669
character group,0.00731395340239,0.00731395340239,0.00731395340239,0.00731395340239,0.00731395340239
variance inflation factor,0.00731395340239,0.00731395340239,0.00731395340239,0.00731395340239,0.00731395340239
feasible generalized least squares,0.00731395340239,0.00731395340239,0.00731395340239,0.00731395340239,0.00731395340239
general linear model,0.00731395340239,0.00731395340239,0.00731395340239,0.00731395340239,0.00731395340239
multiscale geometric analysis,0.00730683173404,0.00730683173404,0.00730683173404,0.00730683173404,0.00730683173404
ergodicity,0.00347950558983,0.00381715151055,0.00730312288466,0.0113916808323,0.0462902419305
gaussian matrix ensemble,0.00729972392106,0.00729972392106,0.00729972392106,0.00729972392106,0.00729972392106
ewens's sampling formula,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308
balance equation,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308
student's t-test,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308
test score,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308
lack-of-fit sum of squares,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308
repeatability,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308
interim analysis,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308
robust confidence intervals,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308,0.00729262992308
m/g/1 queue,0.00728554969986,0.00728554969986,0.00728554969986,0.00728554969986,0.00728554969986
static analysis,0.00728554969986,0.00728554969986,0.00728554969986,0.00728554969986,0.00728554969986
triangular distribution,0.00728554969986,0.00728554969986,0.00728554969986,0.00728554969986,0.00728554969986
queuing delay,0.00728554969986,0.00728554969986,0.00728554969986,0.00728554969986,0.00728554969986
percentile rank,0.0072784832113,0.0072784832113,0.0072784832113,0.0072784832113,0.0072784832113
time reversibility,0.0072784832113,0.0072784832113,0.0072784832113,0.0072784832113,0.0072784832113
risk perception,0.00727143041749,0.00727143041749,0.00727143041749,0.00727143041749,0.00727143041749
ascertainment bias,0.00725736575518,0.00725736575518,0.00725736575518,0.00725736575518,0.00725736575518
beta-binomial distribution,0.00725736575518,0.00725736575518,0.00725736575518,0.00725736575518,0.00725736575518
base rate,0.00725736575518,0.00725736575518,0.00725736575518,0.00725736575518,0.00725736575518
tobit model,0.00725736575518,0.00725736575518,0.00725736575518,0.00725736575518,0.00725736575518
wrapped normal distribution,0.00725736575518,0.00725736575518,0.00725736575518,0.00725736575518,0.00725736575518
beta-binomial model,0.00725736575518,0.00725736575518,0.00725736575518,0.00725736575518,0.00725736575518
fat-tailed distribution,0.00725035380759,0.00725035380759,0.00725035380759,0.00725035380759,0.00725035380759
acceptance sampling,0.00725035380759,0.00725035380759,0.00725035380759,0.00725035380759,0.00725035380759
equiprobable,0.00724335539658,0.00724335539658,0.00724335539658,0.00724335539658,0.00724335539658
life table,0.00724335539658,0.00724335539658,0.00724335539658,0.00724335539658,0.00724335539658
equipossible,0.00723637048298,0.00723637048298,0.00723637048298,0.00723637048298,0.00723637048298
centering matrix,0.00723637048298,0.00723637048298,0.00723637048298,0.00723637048298,0.00723637048298
freedman's paradox,0.00723637048298,0.00723637048298,0.00723637048298,0.00723637048298,0.00723637048298
parzen window,0.00723637048298,0.00723637048298,0.00723637048298,0.00723637048298,0.00723637048298
lattice model,0.00723637048298,0.00723637048298,0.00723637048298,0.00723637048298,0.00723637048298
reversible diffusion,0.00723637048298,0.00723637048298,0.00723637048298,0.00723637048298,0.00723637048298
bernstein inequalities,0.0072293990278,0.0072293990278,0.0072293990278,0.0072293990278,0.0072293990278
telegraph process,0.0072293990278,0.0072293990278,0.0072293990278,0.0072293990278,0.0072293990278
game of chance,0.00722244099216,0.00722244099216,0.00722244099216,0.00722244099216,0.00722244099216
markov chain mixing time,0.00722244099216,0.00722244099216,0.00722244099216,0.00722244099216,0.00722244099216
distribution fitting,0.00722244099216,0.00722244099216,0.00722244099216,0.00722244099216,0.00722244099216
mid-range,0.00722244099216,0.00722244099216,0.00722244099216,0.00722244099216,0.00722244099216
z-test,0.00722244099216,0.00722244099216,0.00722244099216,0.00722244099216,0.00722244099216
diffusion process,0.00325532144773,0.00370591319735,0.00721899098721,0.0104910840383,0.0367910967863
quantile normalization,0.00721549633736,0.00721549633736,0.00721549633736,0.00721549633736,0.00721549633736
cepstrum,0.00721549633736,0.00721549633736,0.00721549633736,0.00721549633736,0.00721549633736
press statistic,0.00721549633736,0.00721549633736,0.00721549633736,0.00721549633736,0.00721549633736
median test,0.00721549633736,0.00721549633736,0.00721549633736,0.00721549633736,0.00721549633736
statistical population,0.00721549633736,0.00721549633736,0.00721549633736,0.00721549633736,0.00721549633736
population pyramid,0.00720856502484,0.00720856502484,0.00720856502484,0.00720856502484,0.00720856502484
line search,0.00720856502484,0.00720856502484,0.00720856502484,0.00720856502484,0.00720856502484
moving average,0.00302355905771,0.00379324508104,0.00720578125797,0.0107498224937,0.0453080191366
group family,0.00720164701618,0.00720164701618,0.00720164701618,0.00720164701618,0.00720164701618
divide and conquer algorithms,0.00720164701618,0.00720164701618,0.00720164701618,0.00720164701618,0.00720164701618
trimmed estimator,0.00720164701618,0.00720164701618,0.00720164701618,0.00720164701618,0.00720164701618
congruence coefficient,0.00719474227311,0.00719474227311,0.00719474227311,0.00719474227311,0.00719474227311
normal-gamma distribution,0.00719474227311,0.00719474227311,0.00719474227311,0.00719474227311,0.00719474227311
bennett's inequality,0.00693227644799,0.00706334890184,0.00719442135569,0.00732549380954,0.00745656626339
utilization distribution,0.00718785075752,0.00718785075752,0.00718785075752,0.00718785075752,0.00718785075752
coupon collector's problem,0.00718785075752,0.00718785075752,0.00718785075752,0.00718785075752,0.00718785075752
moral graph,0.00718097243144,0.00718097243144,0.00718097243144,0.00718097243144,0.00718097243144
bartlett's test,0.00718097243144,0.00718097243144,0.00718097243144,0.00718097243144,0.00718097243144
association mapping,0.00718097243144,0.00718097243144,0.00718097243144,0.00718097243144,0.00718097243144
unimodal function,0.00718097243144,0.00718097243144,0.00718097243144,0.00718097243144,0.00718097243144
varadhan's lemma,0.00717410725703,0.00717410725703,0.00717410725703,0.00717410725703,0.00717410725703
k-means++,0.00717410725703,0.00717410725703,0.00717410725703,0.00717410725703,0.00717410725703
singular distribution,0.00717410725703,0.00717410725703,0.00717410725703,0.00717410725703,0.00717410725703
coherence,0.00355706534602,0.0037612480159,0.00717352510413,0.0114282674165,0.0864238976831
iteratively reweighted least squares,0.00716725519661,0.00716725519661,0.00716725519661,0.00716725519661,0.00716725519661
text analytics,0.00716725519661,0.00716725519661,0.00716725519661,0.00716725519661,0.00716725519661
pareto analysis,0.00716725519661,0.00716725519661,0.00716725519661,0.00716725519661,0.00716725519661
lisrel,0.00716041621265,0.00716041621265,0.00716041621265,0.00716041621265,0.00716041621265
partition function,0.004440148382,0.00480472005627,0.00715753478655,0.0148484782424,0.0549107107597
predictive inference,0.00715359026774,0.00715359026774,0.00715359026774,0.00715359026774,0.00715359026774
schwarz criterion,0.00715359026774,0.00715359026774,0.00715359026774,0.00715359026774,0.00715359026774
probability of precipitation,0.00714677732462,0.00714677732462,0.00714677732462,0.00714677732462,0.00714677732462
khintchine inequality,0.0071399773462,0.0071399773462,0.0071399773462,0.0071399773462,0.0071399773462
zakai equation,0.0071399773462,0.0071399773462,0.0071399773462,0.0071399773462,0.0071399773462
rule of succession,0.0071399773462,0.0071399773462,0.0071399773462,0.0071399773462,0.0071399773462
convolution of probability distributions,0.00713319029549,0.00713319029549,0.00713319029549,0.00713319029549,0.00713319029549
tolerance interval,0.00713319029549,0.00713319029549,0.00713319029549,0.00713319029549,0.00713319029549
unit of observation,0.00713319029549,0.00713319029549,0.00713319029549,0.00713319029549,0.00713319029549
penalty method,0.00713319029549,0.00713319029549,0.00713319029549,0.00713319029549,0.00713319029549
self-organizing map,0.00702141551211,0.00707509605884,0.00712877660557,0.0071824571523,0.00723613769903
seasonal adjustment,0.00712641613566,0.00712641613566,0.00712641613566,0.00712641613566,0.00712641613566
rank-size distribution,0.00712641613566,0.00712641613566,0.00712641613566,0.00712641613566,0.00712641613566
statistical regularity,0.00712641613566,0.00712641613566,0.00712641613566,0.00712641613566,0.00712641613566
generalised hyperbolic distribution,0.00712641613566,0.00712641613566,0.00712641613566,0.00712641613566,0.00712641613566
variational bayesian methods,0.00711965483003,0.00711965483003,0.00711965483003,0.00711965483003,0.00711965483003
aleatoric,0.00711965483003,0.00711965483003,0.00711965483003,0.00711965483003,0.00711965483003
schilder's theorem,0.00711965483003,0.00711965483003,0.00711965483003,0.00711965483003,0.00711965483003
beta function,0.00422529183342,0.00537971071147,0.0071120055693,0.0119800180373,0.0217254156758
distributed lag,0.00710617063528,0.00710617063528,0.00710617063528,0.00710617063528,0.00710617063528
p-rep,0.00710617063528,0.00710617063528,0.00710617063528,0.00710617063528,0.00710617063528
minimum-variance unbiased estimator,0.00710617063528,0.00710617063528,0.00710617063528,0.00710617063528,0.00710617063528
derivative-free optimization,0.00709944767347,0.00709944767347,0.00709944767347,0.00709944767347,0.00709944767347
sampling bias,0.00709944767347,0.00709944767347,0.00709944767347,0.00709944767347,0.00709944767347
reflected brownian motion,0.00709273742047,0.00709273742047,0.00709273742047,0.00709273742047,0.00709273742047
maximum entropy probability distribution,0.00707741882627,0.0070845033296,0.00709158783293,0.00709867233626,0.00710575683959
weak convergence of measures,0.00708603984028,0.00708603984028,0.00708603984028,0.00708603984028,0.00708603984028
heart rate variability,0.00707935489703,0.00707935489703,0.00707935489703,0.00707935489703,0.00707935489703
pareto principle,0.00707935489703,0.00707935489703,0.00707935489703,0.00707935489703,0.00707935489703
forecast error,0.007072682555,0.007072682555,0.007072682555,0.007072682555,0.007072682555
reversible-jump markov chain monte carlo,0.007072682555,0.007072682555,0.007072682555,0.007072682555,0.007072682555
reversible dynamics,0.00706602277858,0.00706602277858,0.00706602277858,0.00706602277858,0.00706602277858
correlation inequality,0.00706602277858,0.00706602277858,0.00706602277858,0.00706602277858,0.00706602277858
mm algorithm,0.00705937553232,0.00705937553232,0.00705937553232,0.00705937553232,0.00705937553232
ziggurat algorithm,0.00705937553232,0.00705937553232,0.00705937553232,0.00705937553232,0.00705937553232
correlation does not imply causation,0.00700755289511,0.00703032744202,0.00705310198893,0.00707587653584,0.00709865108275
sequential quadratic programming,0.00705274078088,0.00705274078088,0.00705274078088,0.00705274078088,0.00705274078088
differential evolution,0.00705274078088,0.00705274078088,0.00705274078088,0.00705274078088,0.00705274078088
probable error,0.00691202637074,0.00698205703305,0.00705208769537,0.00712211835769,0.00719214902001
complementary event,0.00695264552669,0.00700165712657,0.00705066872646,0.00709968032634,0.00714869192623
probabilistic algorithm,0.00697999123181,0.00701143263375,0.0070428740357,0.00707431543764,0.00710575683959
estimation of signal parameters via rotational invariance techniques,0.00703950862181,0.00703950862181,0.00703950862181,0.00703950862181,0.00703950862181
circular ensemble,0.00703950862181,0.00703950862181,0.00703950862181,0.00703950862181,0.00703950862181
wald's equation,0.00703950862181,0.00703950862181,0.00703950862181,0.00703950862181,0.00703950862181
wiener filter,0.0070263260214,0.0070263260214,0.0070263260214,0.0070263260214,0.0070263260214
step detection,0.00701975321876,0.00701975321876,0.00701975321876,0.00701975321876,0.00701975321876
stochastic programming,0.00701975321876,0.00701975321876,0.00701975321876,0.00701975321876,0.00701975321876
spectral density,0.00307458774668,0.00352529176638,0.00701663423087,0.0109687554396,0.0831981689016
large deviations theory,0.00688520958559,0.00694034639909,0.00699548321259,0.00705062002609,0.00710575683959
sample-continuous process,0.00697408567923,0.00697408567923,0.00697408567923,0.00697408567923,0.00697408567923
trend estimation,0.00697408567923,0.00697408567923,0.00697408567923,0.00697408567923,0.00697408567923
inclusion probability,0.00694584254672,0.0069595424334,0.00697324232008,0.00698694220676,0.00700064209344
probability metric,0.00653643858953,0.00675030979083,0.00696418099212,0.00981787562192,0.0126715702517
critical phenomena,0.00696114674476,0.00696114674476,0.00696114674476,0.00696114674476,0.00696114674476
strict differentiability,0.00696114674476,0.00696114674476,0.00696114674476,0.00696114674476,0.00696114674476
kernel smoother,0.00686523315546,0.00691125135188,0.00695726954831,0.00700328774473,0.00704930594116
naive bayes classifier,0.00689859191715,0.00692756327648,0.00695653463582,0.00698550599516,0.00701447735449
reliability engineering,0.00691876323854,0.00693750865619,0.00695625407383,0.00697499949147,0.00699374490911
generative model,0.00427153515231,0.00489296539996,0.0069492958215,0.0148295708733,0.054964916792
quantitative research,0.00694825573227,0.00694825573227,0.00694825573227,0.00694825573227,0.00694825573227
quasi-experiment,0.00692551325146,0.00693570782445,0.00694590239744,0.00695609697043,0.00696629154342
latent dirichlet allocation,0.00690530260968,0.00692397476521,0.00694264692074,0.00696131907627,0.00697999123181
hunt process,0.00694182811365,0.00694182811365,0.00694182811365,0.00694182811365,0.00694182811365
pie chart,0.00693541237602,0.00693541237602,0.00693541237602,0.00693541237602,0.00693541237602
language model,0.00693541237602,0.00693541237602,0.00693541237602,0.00693541237602,0.00693541237602
rand index,0.00693541237602,0.00693541237602,0.00693541237602,0.00693541237602,0.00693541237602
progressively measurable process,0.00692900848648,0.00692900848648,0.00692900848648,0.00692900848648,0.00692900848648
statistical consultant,0.00692900848648,0.00692900848648,0.00692900848648,0.00692900848648,0.00692900848648
beta distribution,0.00386088532488,0.00465554828302,0.00692809709771,0.0133706054923,0.0514822121664
influence diagram,0.00691876323854,0.00692214154091,0.00692551984327,0.00692889814563,0.00693227644799
earth mover's distance,0.00687853787088,0.00689706478483,0.00691559169878,0.00693411861273,0.00695264552669
cluster-weighted modeling,0.00690351075516,0.00690351075516,0.00690351075516,0.00690351075516,0.00690351075516
possibility theory,0.00690351075516,0.00690351075516,0.00690351075516,0.00690351075516,0.00690351075516
response bias,0.00686523315546,0.00688199397859,0.00689875480173,0.00691551562486,0.00693227644799
kolmogorov extension theorem,0.00688451026684,0.00688451026684,0.00688451026684,0.00688451026684,0.00688451026684
stochastic convergence,0.00676062007881,0.00682235328288,0.00688408648696,0.00694581969103,0.00700755289511
bayesian average,0.00684537230737,0.00685867720982,0.00687198211226,0.00688528701471,0.00689859191715
consensus clustering,0.00687190127368,0.00687190127368,0.00687190127368,0.00687190127368,0.00687190127368
percolation theory,0.00676706490252,0.00681858234161,0.0068700997807,0.0069216172198,0.00697313465889
minimum distance estimation,0.00683877753636,0.00685205671605,0.00686533589573,0.00687861507541,0.00689189425509
generalized gaussian distribution,0.00681906924375,0.0068389499121,0.00685883058045,0.0068787112488,0.00689859191715
nuisance variable,0.0068530741469,0.0068530741469,0.0068530741469,0.0068530741469,0.0068530741469
panjer recursion,0.00677352202552,0.00681321063114,0.00685289923676,0.00689258784238,0.00693227644799
fuzzy logic,0.00681252503143,0.00683069616997,0.00684886730851,0.00686703844705,0.00688520958559
detrended fluctuation analysis,0.00681906924375,0.00683393640053,0.00684880355732,0.0068636707141,0.00687853787088
vasicek model,0.00684682134202,0.00684682134202,0.00684682134202,0.00684682134202,0.00684682134202
regression discontinuity design,0.00680599336793,0.00682579742234,0.00684560147676,0.00686540553118,0.00688520958559
sensitivity and specificity,0.00679947421719,0.00682090805929,0.00684234190139,0.00686377574349,0.00688520958559
markov model,0.0020454582784,0.00340882579767,0.00684081722179,0.0110090679354,0.049119656591
generalized gamma distribution,0.00672857922535,0.00678459580069,0.00684061237602,0.00689662895135,0.00695264552669
vc theory,0.00673020653191,0.0067808349662,0.0068314634005,0.00686257836538,0.00689369333026
